user_id,beach_clicks,historical_clicks,cultural_clicks,religious_clicks,avg_view_time,language,preference
1923,0,0,1,2,5.03,EN,Religious
1924,4,8,0,3,12.07,EN,Historical
1925,4,7,3,0,17.98,EN,Historical
1926,10,1,6,8,5.43,SO,Nature
1927,2,3,8,0,6.4,EN,Cultural
1928,8,8,5,3,17.32,EN,Nature
1929,5,4,2,0,19.03,EN,Nature
1930,8,10,5,2,8.33,EN,Historical
1931,6,1,5,8,6.15,SO,Religious
1932,3,4,1,6,19.92,EN,Religious
1933,6,6,6,6,7.85,SO,Nature
1934,6,8,0,2,11.65,SO,Historical
1935,7,2,10,7,16.38,EN,Cultural
1936,5,5,5,3,10.08,SO,Nature
1937,0,1,10,4,14.02,EN,Cultural
1938,10,1,10,0,7.94,EN,Nature
1939,10,9,7,2,13.51,EN,Nature
1940,3,3,2,0,10.41,EN,Nature
1941,8,10,6,1,19.34,SO,Historical
1942,1,1,7,4,14.24,SO,Cultural
1943,10,2,0,10,5.62,EN,Nature
1944,3,0,8,1,14.23,EN,Cultural
1945,7,9,6,2,17.79,SO,Historical
1946,10,7,5,10,11.35,EN,Nature
1947,10,4,7,9,7.36,SO,Nature
1948,7,10,10,5,17.56,EN,Historical
1949,10,3,0,10,5.57,SO,Nature
1950,2,9,9,9,12.19,SO,Historical
1951,6,10,10,1,8.48,EN,Historical
1952,0,3,8,7,5.13,SO,Cultural
1953,10,9,0,3,18.64,EN,Nature
1954,9,6,7,2,16.99,EN,Nature
1955,9,6,10,0,9.25,EN,Cultural
1956,9,10,4,6,15.99,EN,Historical
1957,3,4,7,3,10.93,SO,Cultural
1958,6,8,8,2,9.19,EN,Historical
1959,4,10,3,1,16.1,EN,Historical
1960,7,5,4,2,17.25,SO,Nature
1961,3,0,6,5,11.0,SO,Cultural
1962,10,5,3,1,19.99,EN,Nature
1963,3,10,5,7,9.46,EN,Historical
1964,9,1,8,4,15.94,EN,Nature
1965,3,3,9,6,7.51,SO,Cultural
1966,6,8,5,10,5.08,SO,Religious
1967,10,7,4,0,12.45,EN,Nature
1968,2,4,7,1,12.21,EN,Cultural
1969,3,7,1,0,7.49,EN,Historical
1970,10,0,0,0,11.0,EN,Nature
1971,3,10,6,0,12.13,SO,Historical
1972,6,0,4,7,6.52,EN,Religious
1973,10,8,5,0,10.13,SO,Nature
1974,2,4,1,5,19.07,SO,Religious
1975,2,2,7,9,12.35,EN,Religious
1976,6,6,2,9,14.03,EN,Religious
1977,6,2,5,9,8.9,SO,Religious
1978,5,7,5,7,11.3,EN,Historical
1979,5,9,10,0,9.18,SO,Cultural
1980,8,3,10,4,6.19,SO,Cultural
1981,10,1,3,6,12.0,SO,Nature
1982,1,1,8,9,11.36,SO,Religious
1983,5,5,10,2,7.73,SO,Cultural
1984,5,3,5,1,13.51,SO,Nature
1985,3,4,6,10,13.76,SO,Religious
1986,3,10,7,0,15.54,SO,Historical
1987,1,4,2,10,7.93,EN,Religious
1988,0,8,8,9,7.5,SO,Religious
1989,6,9,2,0,16.54,EN,Historical
1990,8,10,5,0,11.93,SO,Historical
1991,5,1,9,9,8.34,EN,Cultural
1992,8,4,2,4,5.12,SO,Nature
1993,3,8,6,4,11.21,SO,Historical
1994,1,1,7,9,12.53,EN,Religious
1995,6,4,8,8,19.56,SO,Cultural
1996,5,0,8,2,16.51,EN,Cultural
1997,5,0,3,3,5.29,EN,Nature
1998,1,4,2,10,14.35,SO,Religious
1999,6,7,4,6,6.86,SO,Historical
2000,2,5,0,4,8.23,EN,Historical
2001,4,9,4,1,17.67,EN,Historical
2002,5,10,8,6,6.06,EN,Historical
2003,3,6,10,8,11.06,SO,Cultural
2004,1,3,7,10,13.32,EN,Religious
2005,7,0,3,1,8.29,EN,Nature
2006,6,3,3,4,13.86,EN,Nature
2007,2,2,3,3,15.55,SO,Cultural
2008,9,6,8,1,13.64,EN,Nature
2009,6,1,10,2,17.59,SO,Cultural
2010,0,8,3,3,7.96,EN,Historical
2011,8,4,7,2,6.33,SO,Nature
2012,8,10,9,4,7.05,SO,Historical
2013,2,4,7,9,15.87,EN,Religious
2014,9,2,8,4,17.05,SO,Nature
2015,6,9,6,3,13.73,EN,Historical
2016,5,1,5,2,19.95,EN,Nature
2017,3,4,5,0,15.76,EN,Cultural
2018,4,5,6,8,5.55,EN,Religious
2019,10,8,7,4,6.51,SO,Nature
2020,8,7,9,8,6.4,SO,Cultural
2021,8,5,9,3,13.83,EN,Cultural
2022,9,4,6,2,7.17,EN,Nature
2023,0,5,8,0,7.12,SO,Cultural
2024,10,6,8,7,8.45,SO,Nature
2025,3,9,5,7,17.52,SO,Historical
2026,6,4,2,0,10.95,EN,Nature
2027,0,8,6,10,17.72,EN,Religious
2028,5,5,0,5,19.84,SO,Nature
2029,9,3,3,7,8.89,SO,Nature
2030,5,4,9,6,18.87,EN,Cultural
2031,5,1,2,2,5.31,SO,Nature
2032,9,9,2,2,19.93,EN,Nature
2033,4,3,1,5,13.39,EN,Religious
2034,1,8,8,6,10.9,SO,Historical
2035,8,7,9,6,18.34,EN,Cultural
2036,3,6,5,9,10.01,EN,Religious
2037,7,1,5,1,18.53,SO,Nature
2038,7,8,3,10,14.1,SO,Religious
2039,1,9,7,2,19.96,SO,Historical
2040,5,8,7,7,19.08,EN,Historical
2041,1,10,4,9,5.95,SO,Historical
2042,0,1,1,8,10.22,SO,Religious
2043,7,4,9,10,14.88,EN,Religious
2044,3,6,4,5,13.95,SO,Historical
2045,1,1,6,0,5.86,SO,Cultural
2046,6,5,3,7,13.63,SO,Religious
2047,2,6,6,1,16.39,EN,Historical
2048,4,0,3,8,6.01,EN,Religious
2049,7,9,3,5,5.39,EN,Historical
2050,5,8,10,9,15.56,EN,Cultural
2051,10,9,6,4,13.05,EN,Nature
2052,8,4,7,10,11.22,SO,Religious
2053,3,4,10,8,5.81,SO,Cultural
2054,1,5,5,1,9.99,SO,Historical
2055,0,4,4,3,14.31,EN,Historical
2056,9,6,9,1,19.59,SO,Nature
2057,1,6,10,0,15.29,SO,Cultural
2058,6,5,5,0,13.01,SO,Nature
2059,0,9,9,6,17.15,SO,Historical
2060,5,5,2,0,11.26,SO,Nature
2061,5,10,6,10,11.75,EN,Historical
2062,7,10,3,2,10.55,EN,Historical
2063,4,6,1,10,14.87,EN,Religious
2064,6,7,10,4,10.86,EN,Cultural
2065,1,1,2,4,17.41,EN,Religious
2066,5,8,2,5,19.31,SO,Historical
2067,10,5,4,0,5.86,EN,Nature
2068,3,8,1,3,9.71,EN,Historical
2069,6,4,1,1,5.21,EN,Nature
2070,6,8,2,4,10.72,SO,Historical
2071,8,0,5,4,7.13,SO,Nature
2072,5,9,2,0,7.59,EN,Historical
2073,0,1,7,7,16.52,EN,Cultural
2074,9,4,6,7,15.9,EN,Nature
2075,8,1,1,2,11.23,SO,Nature
2076,7,2,10,6,11.81,SO,Cultural
2077,9,0,0,5,9.71,SO,Nature
2078,2,9,6,1,10.6,EN,Historical
2079,3,5,0,10,10.68,EN,Religious
2080,2,1,9,0,13.7,EN,Cultural
2081,6,3,1,2,18.9,SO,Nature
2082,10,1,4,9,15.81,SO,Nature
2083,5,7,0,3,16.08,EN,Historical
2084,0,10,6,0,11.92,SO,Historical
2085,8,3,8,4,16.84,EN,Nature
2086,8,10,0,0,13.58,SO,Historical
2087,2,2,4,3,19.18,SO,Cultural
2088,1,4,5,4,11.23,SO,Cultural
2089,10,2,2,4,14.39,SO,Nature
2090,6,5,10,9,17.81,SO,Cultural
2091,0,2,6,2,7.21,EN,Cultural
2092,8,8,10,0,9.32,SO,Cultural
2093,7,8,6,8,6.99,EN,Historical
2094,1,4,1,8,16.12,EN,Religious
2095,6,6,9,7,18.46,SO,Cultural
2096,1,1,9,2,18.72,EN,Cultural
2097,0,9,2,5,10.03,EN,Historical
2098,9,9,10,1,15.63,EN,Cultural
2099,10,10,6,5,13.56,SO,Nature
2100,4,2,7,1,10.65,EN,Cultural
2101,5,3,1,1,11.27,EN,Nature
2102,3,10,0,6,17.01,SO,Historical
2103,5,0,10,7,11.93,EN,Cultural
2104,5,6,8,6,17.41,SO,Cultural
2105,6,10,3,7,15.88,EN,Historical
2106,3,7,9,6,14.61,SO,Cultural
2107,5,8,6,0,9.31,SO,Historical
2108,2,9,1,3,18.95,EN,Historical
2109,5,9,4,6,9.48,SO,Historical
2110,3,5,5,9,10.97,EN,Religious
2111,4,1,4,5,19.68,EN,Religious
2112,3,8,5,5,11.96,EN,Historical
2113,9,1,4,8,16.1,SO,Nature
2114,6,9,2,4,5.01,SO,Historical
2115,8,6,0,6,14.17,EN,Nature
2116,4,4,3,10,19.06,EN,Religious
2117,10,7,4,8,11.09,EN,Nature
2118,5,5,8,9,12.55,EN,Religious
2119,4,7,2,10,13.57,EN,Religious
2120,3,3,8,1,7.5,SO,Cultural
2121,10,9,5,5,15.28,EN,Nature
2122,10,7,7,8,18.81,SO,Nature
2123,1,7,8,1,13.55,SO,Cultural
2124,6,0,4,5,18.62,SO,Nature
2125,9,1,6,2,10.78,EN,Nature
2126,5,3,8,8,15.01,EN,Cultural
2127,5,2,4,7,11.36,SO,Religious
2128,3,2,2,10,18.68,SO,Religious
2129,1,10,0,8,13.8,SO,Historical
2130,0,10,4,7,16.41,EN,Historical
2131,6,9,9,7,8.14,EN,Historical
2132,4,2,8,6,11.52,EN,Cultural
2133,2,8,6,5,14.49,EN,Historical
2134,0,6,1,9,19.77,SO,Religious
2135,3,6,5,0,13.65,SO,Historical
2136,2,7,8,0,8.43,EN,Cultural
2137,5,0,3,7,10.51,SO,Religious
2138,7,7,5,10,8.78,EN,Religious
2139,1,6,9,2,5.59,SO,Cultural
2140,1,5,5,1,17.91,SO,Historical
2141,7,1,9,1,13.82,EN,Cultural
2142,1,2,7,4,15.51,SO,Cultural
2143,10,8,2,0,8.96,SO,Nature
2144,7,0,6,8,6.51,SO,Religious
2145,6,1,2,8,6.42,SO,Religious
2146,2,7,10,5,6.88,SO,Cultural
2147,0,6,10,8,8.12,SO,Cultural
2148,6,9,4,2,13.82,EN,Historical
2149,4,1,5,0,17.37,SO,Cultural
2150,3,4,3,1,6.21,SO,Historical
2151,2,9,8,8,19.87,SO,Historical
2152,5,9,8,3,7.47,SO,Historical
2153,5,1,7,5,18.87,SO,Cultural
2154,6,1,6,10,12.94,EN,Religious
2155,0,2,10,2,7.76,SO,Cultural
2156,1,7,2,7,8.3,EN,Historical
2157,7,3,10,6,12.68,EN,Cultural
2158,1,1,2,6,14.02,SO,Religious
2159,9,3,6,1,8.46,SO,Nature
2160,10,1,4,0,14.38,EN,Nature
2161,2,0,4,0,9.04,EN,Cultural
2162,9,7,8,10,18.75,SO,Religious
2163,7,4,5,7,19.28,SO,Nature
2164,3,9,6,7,7.44,EN,Historical
2165,5,8,4,10,17.55,EN,Religious
2166,2,5,8,8,16.92,EN,Cultural
2167,10,3,8,2,9.7,SO,Nature
2168,8,8,10,8,15.43,EN,Cultural
2169,4,10,10,10,15.37,SO,Historical
2170,0,2,8,10,7.68,EN,Religious
2171,8,6,3,2,10.92,EN,Nature
2172,5,4,8,1,13.04,SO,Cultural
2173,1,8,9,7,12.96,SO,Cultural
2174,4,6,7,2,16.03,EN,Cultural
2175,9,5,9,7,10.05,EN,Nature
2176,10,2,2,5,6.91,EN,Nature
2177,8,9,8,9,14.39,EN,Historical
2178,0,6,1,4,16.1,SO,Historical
2179,6,0,7,5,15.31,EN,Cultural
2180,9,3,3,2,5.11,SO,Nature
2181,8,0,6,8,19.41,SO,Nature
2182,10,9,2,2,13.56,EN,Nature
2183,10,1,9,2,11.61,SO,Nature
2184,8,9,3,0,8.78,EN,Historical
2185,2,6,8,2,17.03,SO,Cultural
2186,4,4,5,2,17.48,EN,Cultural
2187,6,2,8,9,9.57,EN,Religious
2188,1,9,3,0,18.89,SO,Historical
2189,4,8,1,7,15.28,EN,Historical
2190,10,4,9,9,5.05,SO,Nature
2191,3,6,1,10,10.36,EN,Religious
2192,7,10,1,2,9.55,EN,Historical
2193,2,4,0,5,7.15,EN,Religious
2194,1,1,1,8,6.79,EN,Religious
2195,5,1,8,1,11.51,EN,Cultural
2196,10,8,8,5,18.65,SO,Nature
2197,8,8,1,1,9.5,SO,Nature
2198,1,6,10,1,16.58,EN,Cultural
2199,0,10,10,9,14.11,EN,Historical
2200,0,6,5,2,13.58,SO,Historical
2201,0,9,6,10,6.14,EN,Religious
2202,3,9,6,7,7.3,EN,Historical
2203,8,9,9,8,16.46,SO,Historical
2204,8,2,9,8,11.94,SO,Cultural
2205,0,9,1,5,16.88,EN,Historical
2206,2,7,8,9,15.82,SO,Religious
2207,2,5,9,9,9.3,EN,Cultural
2208,2,7,6,2,5.3,EN,Historical
2209,4,7,10,8,7.87,SO,Cultural
2210,3,7,9,1,8.02,EN,Cultural
2211,10,5,9,2,18.04,EN,Nature
2212,5,7,6,6,10.34,SO,Historical
2213,6,1,2,5,10.68,SO,Nature
2214,6,9,3,6,11.69,SO,Historical
2215,8,0,8,2,5.47,SO,Nature
2216,0,6,4,10,11.41,EN,Religious
2217,2,4,8,10,7.66,SO,Religious
2218,8,6,8,7,7.82,EN,Nature
2219,10,10,8,1,10.55,EN,Nature
2220,7,0,0,2,12.24,SO,Nature
2221,9,10,9,10,17.11,SO,Historical
2222,0,3,8,4,9.68,EN,Cultural
2223,6,0,8,1,16.24,EN,Cultural
2224,2,2,1,4,16.45,SO,Religious
2225,7,8,9,2,15.71,EN,Cultural
2226,5,9,7,4,19.49,SO,Historical
2227,8,4,10,1,15.71,SO,Cultural
2228,4,4,2,1,19.54,EN,Nature
2229,7,0,9,2,19.87,SO,Cultural
2230,0,0,2,4,18.4,EN,Religious
2231,4,2,1,4,14.15,EN,Nature
2232,5,0,3,0,19.06,SO,Nature
2233,3,0,6,0,12.21,SO,Cultural
2234,6,2,3,2,6.16,SO,Nature
2235,6,9,0,5,10.78,SO,Historical
2236,0,8,0,5,19.76,EN,Historical
2237,6,6,8,4,5.79,SO,Cultural
2238,1,10,5,7,14.11,SO,Historical
2239,0,6,10,9,15.13,SO,Cultural
2240,3,2,7,9,16.01,EN,Religious
2241,8,9,5,9,14.76,EN,Historical
2242,2,2,9,7,7.8,EN,Cultural
2243,9,1,1,8,14.57,EN,Nature
2244,5,9,0,4,9.42,SO,Historical
2245,9,0,0,4,19.38,SO,Nature
2246,10,0,0,4,17.79,EN,Nature
2247,4,5,7,2,19.72,EN,Cultural
2248,4,7,8,0,12.1,SO,Cultural
2249,9,10,10,0,13.81,SO,Historical
2250,6,5,7,1,13.69,SO,Cultural
2251,6,5,7,1,14.43,EN,Cultural
2252,9,5,4,5,18.67,EN,Nature
2253,8,8,10,9,7.36,SO,Cultural
2254,4,1,2,0,6.86,EN,Nature
2255,10,6,6,2,15.92,SO,Nature
2256,8,3,8,1,18.99,EN,Nature
2257,10,4,5,0,18.21,SO,Nature
2258,8,4,6,7,15.11,EN,Nature
2259,3,6,6,0,8.82,EN,Historical
2260,8,8,7,5,7.93,SO,Nature
2261,5,8,10,10,13.07,SO,Cultural
2262,1,4,8,5,18.35,SO,Cultural
2263,9,8,0,10,14.24,SO,Religious
2264,10,3,7,1,14.42,SO,Nature
2265,9,9,5,4,8.92,EN,Nature
2266,6,0,2,7,13.66,EN,Religious
2267,4,0,5,8,15.02,EN,Religious
2268,10,7,2,3,14.97,EN,Nature
2269,0,8,1,1,15.71,EN,Historical
2270,1,7,6,0,10.23,SO,Historical
2271,6,8,0,10,16.34,SO,Religious
2272,3,7,5,2,10.0,SO,Historical
2273,4,10,0,2,18.39,SO,Historical
2274,10,5,5,8,12.18,SO,Nature
2275,1,0,7,7,6.82,SO,Cultural
2276,0,5,10,8,12.88,EN,Cultural
2277,7,4,7,4,18.68,EN,Nature
2278,4,2,3,1,10.51,SO,Nature
2279,10,7,3,2,10.09,EN,Nature
2280,10,0,4,6,9.16,SO,Nature
2281,5,8,2,3,17.66,EN,Historical
2282,4,10,3,3,16.24,SO,Historical
2283,7,3,4,5,17.82,SO,Nature
2284,8,1,10,9,10.66,EN,Cultural
2285,4,0,2,6,16.8,EN,Religious
2286,0,2,8,2,18.36,SO,Cultural
2287,8,2,7,8,12.92,EN,Nature
2288,10,0,9,7,19.35,EN,Nature
2289,6,2,10,6,7.7,EN,Cultural
2290,9,5,0,2,6.18,EN,Nature
2291,1,3,0,0,13.85,EN,Historical
2292,1,1,1,9,17.94,EN,Religious
2293,7,2,4,5,14.06,EN,Nature
2294,0,1,2,5,6.89,EN,Religious
2295,1,0,0,0,5.73,SO,Nature
2296,10,2,9,6,10.03,EN,Nature
2297,1,8,5,5,13.56,EN,Historical
2298,1,7,6,10,5.87,EN,Religious
2299,3,10,7,8,10.05,SO,Historical
2300,9,5,10,5,13.34,EN,Cultural
2301,10,6,2,5,17.69,EN,Nature
2302,8,8,3,0,14.63,SO,Nature
2303,7,7,2,2,19.53,EN,Nature
2304,6,3,0,10,14.6,SO,Religious
2305,3,0,2,6,14.29,EN,Religious
2306,3,0,2,1,5.88,EN,Nature
2307,5,6,1,5,13.74,EN,Historical
2308,10,9,10,8,19.15,SO,Nature
2309,6,2,10,0,19.73,SO,Cultural
2310,1,1,5,9,10.85,EN,Religious
2311,0,3,3,10,18.08,SO,Religious
2312,5,9,5,1,13.36,EN,Historical
2313,8,1,3,8,14.85,SO,Nature
2314,8,6,6,1,11.64,SO,Nature
2315,4,6,1,7,19.9,SO,Religious
2316,9,5,1,4,14.99,EN,Nature
2317,5,0,6,7,5.35,EN,Religious
2318,10,3,10,7,7.25,SO,Nature
2319,2,4,4,7,15.17,EN,Religious
2320,10,6,6,3,6.64,SO,Nature
2321,7,9,10,8,10.71,EN,Cultural
2322,1,4,6,8,7.3,EN,Religious
2323,0,3,4,8,14.91,EN,Religious
2324,9,1,3,4,12.89,EN,Nature
2325,0,5,5,0,17.27,SO,Historical
2326,10,2,9,0,14.17,SO,Nature
2327,6,8,3,0,19.59,EN,Historical
2328,0,7,6,4,12.24,SO,Historical
2329,8,2,8,1,15.63,EN,Nature
2330,8,3,7,4,18.87,SO,Nature
2331,10,10,10,7,14.52,EN,Nature
2332,9,3,2,6,18.36,SO,Nature
2333,1,7,9,0,17.05,EN,Cultural
2334,4,9,9,1,11.82,EN,Historical
2335,6,7,4,1,16.74,SO,Historical
2336,10,0,4,8,14.3,SO,Nature
2337,8,4,4,3,11.41,EN,Nature
2338,5,5,0,6,15.33,EN,Religious
2339,6,9,9,6,7.82,EN,Historical
2340,0,6,9,10,9.39,EN,Religious
2341,5,8,6,0,17.07,EN,Historical
2342,5,7,6,2,6.58,SO,Historical
2343,1,10,6,9,17.43,SO,Historical
2344,5,7,3,7,8.33,SO,Historical
2345,9,10,6,5,7.93,SO,Historical
2346,5,9,9,6,10.55,SO,Historical
2347,1,8,5,10,17.62,EN,Religious
2348,2,8,4,4,19.24,EN,Historical
2349,2,6,0,9,7.38,EN,Religious
2350,6,2,4,2,19.47,SO,Nature
2351,3,5,0,10,10.21,EN,Religious
2352,7,4,9,8,8.76,SO,Cultural
2353,6,10,2,2,17.17,SO,Historical
2354,5,4,8,9,13.23,EN,Religious
2355,10,1,6,0,14.5,EN,Nature
2356,10,9,9,8,18.91,SO,Nature
2357,0,1,0,2,12.3,EN,Religious
2358,6,5,7,8,7.12,SO,Religious
2359,1,2,0,1,15.91,SO,Historical
2360,9,9,2,4,10.31,EN,Nature
2361,6,1,10,6,14.33,SO,Cultural
2362,6,7,4,7,8.51,EN,Historical
2363,8,3,1,3,8.53,SO,Nature
2364,6,7,8,8,11.09,SO,Cultural
2365,5,0,9,3,15.08,SO,Cultural
2366,1,5,9,7,13.88,SO,Cultural
2367,9,3,7,9,7.68,SO,Nature
2368,7,2,1,10,19.62,SO,Religious
2369,0,5,0,0,8.27,EN,Historical
2370,3,8,9,8,19.29,SO,Cultural
2371,9,6,5,0,16.45,EN,Nature
2372,4,9,9,5,10.81,SO,Historical
2373,3,9,0,5,15.23,SO,Historical
2374,2,0,10,2,16.91,SO,Cultural
2375,4,1,4,4,13.34,SO,Nature
2376,1,6,2,6,18.72,EN,Historical
2377,2,9,9,5,10.36,EN,Historical
2378,5,7,2,0,17.02,EN,Historical
2379,1,1,3,4,15.89,SO,Religious
2380,10,10,9,1,12.36,EN,Nature
2381,10,0,3,9,12.9,EN,Nature
2382,6,10,4,10,6.61,EN,Historical
2383,0,7,1,6,18.53,SO,Historical
2384,10,3,10,7,19.98,SO,Nature
2385,10,0,6,0,7.44,EN,Nature
2386,10,4,3,7,6.4,EN,Nature
2387,4,9,0,6,19.13,SO,Historical
2388,4,3,1,1,7.05,SO,Nature
2389,4,1,1,9,11.47,EN,Religious
2390,1,8,5,3,15.71,SO,Historical
2391,6,0,8,2,14.27,EN,Cultural
2392,0,10,5,4,5.35,EN,Historical
2393,7,9,9,9,8.82,EN,Historical
2394,10,8,8,0,7.54,SO,Nature
2395,2,6,10,10,12.85,SO,Cultural
2396,1,9,10,4,11.26,EN,Cultural
2397,9,3,4,1,17.8,EN,Nature
2398,8,6,5,0,16.77,SO,Nature
2399,2,3,5,2,19.07,SO,Cultural
2400,4,9,1,8,12.48,SO,Historical
2401,8,1,1,3,15.44,EN,Nature
2402,5,2,6,0,6.43,SO,Cultural
2403,9,8,8,7,5.94,SO,Nature
2404,2,7,1,6,8.02,EN,Historical
2405,6,8,5,8,8.03,SO,Historical
2406,6,0,9,5,7.13,EN,Cultural
2407,4,7,7,0,17.26,SO,Historical
2408,2,8,7,4,13.89,EN,Historical
2409,3,1,8,2,5.39,SO,Cultural
2410,6,2,3,10,11.39,EN,Religious
2411,2,8,0,6,16.78,SO,Historical
2412,2,9,4,7,7.99,EN,Historical
2413,10,5,9,8,18.32,EN,Nature
2414,9,2,8,4,14.63,SO,Nature
2415,8,7,10,10,5.92,EN,Cultural
2416,6,6,4,7,17.24,EN,Religious
2417,8,7,10,1,14.54,EN,Cultural
2418,3,1,2,4,8.92,SO,Religious
2419,7,10,4,8,13.96,EN,Historical
2420,1,0,9,2,13.13,SO,Cultural
2421,2,8,2,1,5.83,SO,Historical
2422,2,2,2,3,15.6,EN,Religious
2423,10,4,6,7,13.62,EN,Nature
2424,10,8,7,2,10.34,SO,Nature
2425,2,3,4,5,13.63,EN,Religious
2426,10,7,10,9,15.68,SO,Nature
2427,1,1,7,10,8.67,SO,Religious
2428,7,3,8,4,17.0,SO,Cultural
2429,2,7,7,1,7.6,EN,Historical
2430,8,9,8,0,13.53,EN,Historical
2431,4,0,2,10,13.04,EN,Religious
2432,10,1,5,7,7.54,EN,Nature
2433,10,9,8,1,11.42,SO,Nature
2434,10,6,5,1,11.15,SO,Nature
2435,4,4,1,3,18.77,EN,Nature
2436,10,7,7,3,15.6,EN,Nature
2437,10,7,5,2,15.28,EN,Nature
2438,6,8,3,0,15.54,SO,Historical
2439,3,5,6,2,19.63,EN,Cultural
2440,8,0,1,8,13.41,SO,Nature
2441,0,7,3,1,13.56,EN,Historical
2442,3,3,3,4,5.02,SO,Religious
2443,8,3,7,1,7.97,EN,Nature
2444,0,0,0,6,6.26,EN,Religious
2445,9,2,5,0,18.87,SO,Nature
2446,0,9,4,5,17.78,EN,Historical
2447,8,6,8,6,10.88,SO,Nature
2448,7,5,5,1,14.86,EN,Nature
2449,5,7,10,0,6.89,EN,Cultural
2450,10,3,8,7,15.22,SO,Nature
2451,8,2,9,4,14.73,EN,Cultural
2452,8,3,5,3,6.55,EN,Nature
2453,10,10,8,0,10.05,SO,Nature
2454,10,8,1,0,5.42,SO,Nature
2455,3,7,10,7,5.13,SO,Cultural
2456,1,9,2,4,8.18,EN,Historical
2457,0,7,4,7,8.42,EN,Historical
2458,9,3,0,10,9.57,SO,Religious
2459,1,5,3,6,6.57,SO,Religious
2460,1,1,5,3,19.06,EN,Cultural
2461,10,10,7,9,9.35,SO,Nature
2462,3,1,3,0,12.02,EN,Nature
2463,2,4,6,0,15.47,SO,Cultural
2464,4,3,9,7,18.53,SO,Cultural
2465,4,5,8,8,9.5,SO,Cultural
2466,9,3,4,1,17.34,SO,Nature
2467,5,5,6,5,18.2,SO,Cultural
2468,2,6,10,2,19.1,SO,Cultural
2469,2,4,5,5,10.05,SO,Cultural
2470,4,10,4,9,13.35,SO,Historical
2471,7,9,7,9,15.89,EN,Historical
2472,3,4,6,8,16.82,SO,Religious
2473,3,7,10,8,7.01,SO,Cultural
2474,2,2,0,3,9.22,SO,Religious
2475,9,9,8,7,8.3,SO,Nature
2476,8,7,1,7,16.51,EN,Nature
2477,10,10,10,5,19.91,EN,Nature
2478,5,5,10,10,6.75,SO,Cultural
2479,6,1,8,3,16.31,SO,Cultural
2480,5,2,0,10,9.2,SO,Religious
2481,0,2,6,7,10.6,SO,Religious
2482,6,10,4,4,18.2,SO,Historical
2483,6,10,1,10,19.08,SO,Historical
2484,3,0,0,2,14.18,EN,Nature
2485,9,9,3,4,13.78,SO,Nature
2486,7,9,3,4,13.88,EN,Historical
2487,8,4,5,8,9.5,EN,Nature
2488,7,10,8,6,18.3,EN,Historical
2489,2,5,8,9,17.4,EN,Religious
2490,0,2,10,7,18.99,EN,Cultural
2491,8,4,9,4,5.57,SO,Cultural
2492,3,3,8,6,7.07,EN,Cultural
2493,6,1,0,3,7.03,EN,Nature
2494,10,10,3,1,5.93,SO,Nature
2495,7,10,10,1,9.11,EN,Historical
2496,4,6,5,1,9.05,EN,Historical
2497,9,10,8,5,15.72,SO,Historical
2498,2,9,7,9,10.22,EN,Historical
2499,3,6,7,7,13.37,SO,Cultural
2500,2,10,2,5,10.7,SO,Historical
2501,8,2,1,3,15.34,SO,Nature
2502,2,5,9,10,11.69,SO,Religious
2503,4,2,2,6,5.84,EN,Religious
2504,7,6,1,9,8.05,SO,Religious
2505,8,7,6,8,7.06,SO,Nature
2506,7,6,4,0,18.8,SO,Nature
2507,7,8,10,10,10.07,EN,Cultural
2508,10,6,6,10,11.32,EN,Nature
2509,8,6,4,1,14.71,SO,Nature
2510,5,1,7,7,15.29,SO,Cultural
2511,4,1,0,6,15.86,SO,Religious
2512,8,1,3,3,10.44,EN,Nature
2513,6,8,7,7,10.68,EN,Historical
2514,3,8,4,4,10.74,EN,Historical
2515,1,4,0,10,14.4,EN,Religious
2516,3,3,6,4,16.31,EN,Cultural
2517,10,6,5,9,8.67,EN,Nature
2518,3,7,7,2,14.16,EN,Historical
2519,2,8,7,9,18.9,SO,Religious
2520,3,2,8,2,10.04,EN,Cultural
2521,7,3,9,1,17.51,EN,Cultural
2522,5,5,1,6,17.69,EN,Religious
2523,8,2,4,7,13.22,EN,Nature
2524,9,5,4,9,18.51,SO,Nature
2525,5,3,5,0,6.33,SO,Nature
2526,10,5,8,10,10.57,SO,Nature
2527,1,3,5,0,12.77,EN,Cultural
2528,7,8,9,2,6.78,SO,Cultural
2529,9,3,5,7,9.06,SO,Nature
2530,5,4,3,6,19.48,EN,Religious
2531,10,4,9,3,11.33,EN,Nature
2532,6,5,3,7,9.1,SO,Religious
2533,8,7,2,9,19.81,SO,Religious
2534,4,2,2,1,5.35,SO,Nature
2535,9,8,5,4,9.12,EN,Nature
2536,6,2,4,6,13.53,EN,Nature
2537,6,6,10,9,19.41,SO,Cultural
2538,4,5,0,8,17.7,SO,Religious
2539,3,6,2,8,13.66,SO,Religious
2540,9,3,9,10,9.68,EN,Religious
2541,2,4,10,0,11.45,EN,Cultural
2542,9,4,7,5,16.63,SO,Nature
2543,2,1,5,6,14.33,SO,Religious
2544,5,5,7,9,15.33,EN,Religious
2545,5,9,1,6,14.59,SO,Historical
2546,10,0,6,0,13.63,EN,Nature
2547,10,5,0,1,5.17,SO,Nature
2548,4,2,1,6,6.99,EN,Religious
2549,0,2,0,6,10.92,SO,Religious
